search_term,ad_id,page_id,page_name,page_category,page_verified,ig_username,ig_followers,page_likes,status,platforms,display_format,ad_title,ad_copy_preview,cta_text,link_url,start_date,stop_date,total_active_days,impressions,spend_lower,spend_upper,currency,eu_reach,gender_audience,age_audience,categories,targeted_countries,total_ads_found,ad_library_url,page_profile_url,collected_at
Uniqlo Indonesia,'1295781402462952,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/special-feature/cp/new-style-new-you/men,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1295781402462952,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'960239909993143,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172302,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/women/bottoms/shorts-and-skorts,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=960239909993143,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'4461650390731278,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/special-feature/back-to-work/men,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=4461650390731278,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'4021470564819096,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/special-feature/lifewear-collection,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=4021470564819096,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1265454222227673,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/men/special-collaboration/uniqlo-c,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1265454222227673,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1575794156848862,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/men/special-collaboration/uniqlo-and-jw-anderson,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1575794156848862,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'2450334365483472,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/women/sweaters-and-cardigans/sweaters/polo,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=2450334365483472,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1939260203349782,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/women/sport-utility-wear,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1939260203349782,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1427673971913812,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/special-feature/ambassador/roger-federer-collection,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1427673971913812,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'955068263726395,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,Esensial untuk ke Sekolah,"Koleksi Kids & Baby UNIQLO dirancang untuk kenyamanan setiap hari.​

Material lembut dan ramah di kulit, aman untuk aktivitas aktif maupun waktu istirahat si Kecil. Desain fungsional yang praktis dan mudah dipadukan.​

​

Dapatkan koleksi pakaian anak terbaik di UNIQLO App!​

​

#UniqloIndonesia #Un",Learn more,https://www.uniqlo.com/id/id/kids/tops,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=955068263726395,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'926255820321679,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/women/modest-wear,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=926255820321679,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1794867948139454,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/men/outerwear/blousons-and-parkas/pocketable,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1794867948139454,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'923316467346457,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/en/men/special-collaboration/uniqlo-c,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=923316467346457,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1645195993337201,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/en/men/bottoms/ankle-pants-and-jogger,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1645195993337201,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1648748036371616,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,N/A,"Belanja jadi lebih mudah (dan praktis!)
lewat UNIQLO App:
🔍 Scan barcode produk untuk cek stok & ukuran
secara real-time
🛍️ Click & Collect untuk ambil langsung di toko
📏 Belanja ukuran ekstra yang tersedia di UNIQLO
App
... dan masih banyak lagi!

Cek UNIQLO App sekarang!

#UniqloIndonesia #UniqloL",Learn more,https://www.uniqlo.com/id/id/special-feature/service/scan-for-more,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1648748036371616,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1226315675944273,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/special-feature/cp/new-style-new-you/women,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1226315675944273,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'4257251824538346,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/special-feature/lifewear-collection,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=4257251824538346,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'792045370247489,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/men/tops/ut-graphic-tees/peanuts-26ss,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=792045370247489,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1665711161229723,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/special-feature/lifewear-collection,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1665711161229723,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'2004600220482413,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/men/special-collaboration/uniqlo-c,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=2004600220482413,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1473737044425054,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/special-feature/lifewear-collection,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1473737044425054,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1335290481747626,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/kids/outerwear/blousons-and-parkas,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1335290481747626,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1647759653087220,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/special-feature/lifewear-collection,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1647759653087220,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'951037067325410,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/men/tops/hoodies-and-sweatshirts/uniqlo-c,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=951037067325410,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1516283890067646,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/men/special-collaboration/uniqlo-c,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1516283890067646,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1228821789323494,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/en/men/special-collaboration/uniqlo-c,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1228821789323494,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1320296689952037,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/contents/feature/masterpiece,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1320296689952037,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1554030742360641,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/special-feature/back-to-work/women,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1554030742360641,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'886058977803027,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172301,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/special-feature/ambassador/roger-federer-collection,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=886058977803027,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'5265484263676749,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/special-feature/cp/new-style-new-you/women,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=5265484263676749,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'922072510451930,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/women/outerwear/blousons-and-parkas,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=922072510451930,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1466776038312282,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/women/modest-wear/innerwear,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1466776038312282,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'26449078321421892,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/en/men/special-collaboration/uniqlo-c,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=26449078321421892,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1260353372907130,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/contents/feature/masterpiece,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1260353372907130,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'2871189493217470,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/women/innerwear/bratop,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=2871189493217470,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1481525020302919,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/women/special-collaboration/uniqlo-c,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1481525020302919,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'3465833296903579,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/women/innerwear/bratop,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=3465833296903579,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'939529935558338,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/kids/bottoms/pants,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=939529935558338,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'923556963998236,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/kids/tops/sweaters-and-cardigans,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=923556963998236,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1909607343006211,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/men/special-collaboration/uniqlo-c,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1909607343006211,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'936821698753417,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/women/tops/t-shirts,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=936821698753417,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'892610650491332,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/special-feature/cp/back-in-stock,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=892610650491332,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1237256095161027,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/men/sport-utility-wear,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1237256095161027,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'2761875197484266,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/women/outerwear/blousons-and-parkas,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=2761875197484266,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'986310637062460,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172300,327803,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},{{product.brand}},Learn more,https://www.uniqlo.com/id/id/women/special-collaboration/uniqlo-and-jw-anderson,2026-03-31,2026-04-01,1,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=986310637062460,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
Uniqlo Indonesia,'1262213232112765,'302580029860149,Uniqlo Indonesia,Retail company,BLUE_VERIFIED,uniqloindonesia,2172302,327803,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",CAROUSEL,UNIQLO Indonesia,"Menampilkan karakter ikonik dari Disney, Pixar, Star Wars, dan Marvel. Lihat di sini.",Install now,http://play.google.com/store/apps/details?id=com.uniqlo.id.catalogue,2026-03-30,2026-04-02,3,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,606,https://www.facebook.com/ads/library/?id=1262213232112765,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-03 05:31:40
