search_term,ad_id,page_name,page_id,status,platforms,display_format,ad_title,ad_copy_preview,caption,cta_text,link_url,start_date,stop_date,total_active_days,impressions,spend_lower,spend_upper,currency,page_likes,collation_count,categories,targeted_countries,page_profile_url,collected_at
Nike,1237852631738052,IControl: Control Center Theme,714646865063923,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",IMAGE,Control Widget - Themed Panels,✨Amazing Christmas Themes & Wallpapers for you✨,play.google.com,Install now,http://play.google.com/store/apps/details?id=com.ioscontrol.themed.control.center.smart,2026-01-12,2026-02-04,23,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1495.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61577270890785/,2026-04-02 18:35:41
flash sale,674871391815475,IELTS Advantage,336283596572661,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,Don't miss out on 10% off IELTS VIP! Limited time offer.,"Limited time only - get 10% off our highly effective IELTS course. 

If you're ready to improve your IELTS score, this is the perfect opportunity. Don't miss out on this exclusive offer. 

Take the fi",ieltsadvantage.com,Learn more,https://www.ieltsadvantage.com/vip2-discount/?utm_source=facebook&utm_medium=cpc&utm_campaign={{campaign.name}}&utm_content={{ad.name}},2025-05-03,2026-04-02,334,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3994212.0,,UNKNOWN,N/A,https://www.facebook.com/IELTSAdvantage/,2026-04-02 18:38:22
Adidas,1517067932660374,IFES · International Fellowship of Evangelical Students,96156071216,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",DCO,{{product.name}},"This October 16, join a global prayer wave! 🌎
Unite with thousands worldwide to pray for God's work on campuses.
🧑‍🎓 Use real requests from students & staff. 
Want to see students thrive in Christ? Ge",ifesworld.org,Sign up,https://ifesworld.org/en/wsd-takepart/,2025-10-10,2025-10-19,9,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,47374.0,,UNKNOWN,N/A,https://www.facebook.com/ifesworld/,2026-04-02 18:36:07
flash sale,693666843821006,IToolMax,856180378066667,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DPA,{{product.name}},🔥 Black Friday Flash Sale: 49% OFF + FREE Shipping! | 🔥 Black Friday Flash Sale: 49% OFF + FREE Shipping!,itoolmax.com,Shop now,https://www.itoolmax.com/collections/black-friday,2025-11-18,2025-12-20,32,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,27848.0,,UNKNOWN,N/A,https://www.facebook.com/100031093964970/,2026-04-02 18:38:22
diskon,762588876612700,Indodana.id,2023735301201343,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",DCO,{{product.name}},"Nikmati fitur AI dan Awesome Nightography Samsung A56 bayarnya pake Indodana Paylater
✨Cicilan mulai 700ribuan/bulan
📅Tenor hingga 12 bulan | Nikmati fitur AI dan Awesome Nightography Samsung A56 baya",u.indodana.id,Learn more,https://u.indodana.id/Tqjl/zaoeux4w,2025-09-11,2026-04-01,202,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,15600.0,1.0,UNKNOWN,N/A,https://www.facebook.com/indodana.official/,2026-04-02 18:38:47
diskon,752132961047504,Indodana.id,2023735301201343,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",DCO,{{product.name}},"Upgrade HP kamu ke yang baru! Bisa dicicil tanpa kartu kredit pake Indodana Paylater
✨Limit Hingga 50 Juta
📅 Cicilan Hingga 12 Bulan
✔ Cicilan 0% | Upgrade HP kamu ke yang baru! Bisa dicicil tanpa kar",u.indodana.id,Learn more,https://u.indodana.id/Tqjl/zaoeux4w,2025-08-29,2026-04-01,215,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,15600.0,1.0,UNKNOWN,N/A,https://www.facebook.com/indodana.official/,2026-04-02 18:38:47
H&M,1210955381066284,Infineon Technologies AG,345383962211058,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},Dive into our different types of EV chargers and find all information for your design on our website! 🔌👇 | Dive into our different types of EV chargers and find all information for your design on our ,www.infineon.com,Learn more,https://www.infineon.com/applications/industrial/ev-charging/dc?utm_campaign=202510_glob_en_gip.a.evc&utm_medium=socialmediapaid&utm_source=meta_imagead&utm_content=website_applicationpage&utm_term=&uid=ci75520001&aid=ai7552,2025-10-09,2026-04-02,175,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,304059.0,,UNKNOWN,N/A,https://www.facebook.com/Infineon/,2026-04-02 18:37:56
H&M,543279855501347,IronPanda,109822885273085,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",DCO,{{product.name}},"Meet the toughest person in the world: Mom! 🙌
IRONPANDA's Mother's Day Sale is on - get her a unique-designed shirt that shows off her strength and style. #IronPandaMothersDay | Meet the toughest pers",ironpandafit.com,Shop now,https://www.ironpandafit.com/collections/mothers-day-sale,2025-04-27,2025-05-13,16,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,163850.0,1.0,UNKNOWN,N/A,https://www.facebook.com/ironpandaofficial/,2026-04-02 18:37:56
H&M,1254812973289563,JAS Worldwide,270560749776027,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},"Real-Time Visibility, Instant Capacity.

Immediate warehouse space in Frankfurt, Singapore, and Moss with JAS SmartHub for full network visibility. Connect storage, inventory, and transportation data ",jas.com,Learn more,https://www.jas.com/services/contract-logistics/,2025-12-18,2026-01-01,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1069.0,1.0,UNKNOWN,N/A,https://www.facebook.com/JASWorldwide/,2026-04-02 18:37:56
Adidas,822409563891030,"JH China Factory for exporting used shoes,bag and clothes",431666793364662,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",CAROUSEL,"JH China Factory for exporting used shoes,bag and clothes",  |  ,fb.com,Get quote,https://fb.com/messenger_doc/,2025-12-04,2026-04-01,117,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,11815.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61566410301328/,2026-04-02 18:36:07
H&M,3784554265136868,JOM Car Parts & Car Hifi GmbH,182746652928,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DPA,{{product.name}},N/A,https://www.jom.de,Shop now,https://www.jom.de/,2024-07-12,2026-04-01,628,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6563.0,,UNKNOWN,N/A,https://www.facebook.com/JOMcarparts/,2026-04-02 18:37:56
Zara,25559174487101117,Jaha Film Festival,495907596949372,INACTIVE,"FACEBOOK, INSTAGRAM",CAROUSEL,Jaha Film Festival,  |  ,watch.eventive.org,Learn more,https://watch.eventive.org/jaha/passes,2026-02-01,2026-02-09,8,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,4.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61572720112328/,2026-04-02 18:37:31
Nike,614018624343873,Japan Panoramic Tours,801962323266376,INACTIVE,"FACEBOOK, INSTAGRAM",CAROUSEL,Japan Panoramic Tours,  |  ,instagram.com,Visit Instagram profile,http://instagram.com/japanpanoramictours,2025-06-04,2025-06-14,10,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,9611.0,1.0,UNKNOWN,N/A,https://www.facebook.com/JapanPanoramicTours/,2026-04-02 18:35:41
flash sale,1172844730896425,Jete Indonesia,447442132448506,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",VIDEO,N/A,"‼️ FLASH SALE HARI TERAKHIR ‼️

Halo JETE Lovers!👋🏻
Gimana keseruan flash sale kemarin di JETE Pakuwon City Surabaya? Pastinya super seru, ramai, dan petcahhhhh banget!🔥

Hari ini HARI TERAKHIR JETE b",jete.id,Learn more,https://jete.id/store/?utm_source=metaads&utm_medium=%7B%7Bplacement%7D%7D&utm_campaign=%7B%7Badset.name%7D%7D&utm_content=%7B%7Bad.name%7D%7D,2025-11-13,2026-04-01,138,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3584.0,1.0,UNKNOWN,N/A,https://www.facebook.com/jeteindonesia/,2026-04-02 18:38:22
Adidas,2203526223725824,Jomashop.com,48722529412,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DPA,{{product.name}},Save up to 75% OFF luxury items—only during our exclusive Spring Sale! | Save up to 75% OFF luxury items—only during our exclusive Spring Sale!,jomashop.com,Shop now,https://www.jomashop.com/,2026-03-04,2026-04-02,28,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,335032.0,,UNKNOWN,N/A,https://www.facebook.com/JomaShop/,2026-04-02 18:36:07
H&M,1354210962179739,Jooce_sa,100168242519542,INACTIVE,"FACEBOOK, INSTAGRAM",CAROUSEL,Jooce_sa,Savings Bundle | Savings Bundle,hormonebalance.co.za,Shop now,https://www.hormonebalance.co.za/product-category/bundles/,2024-07-10,2025-04-25,289,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,11639.0,1.0,UNKNOWN,N/A,https://www.facebook.com/joocesa/,2026-04-02 18:37:56
Uniqlo,1219779129524686,Josyclothshop,361988354201175,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",VIDEO,ละมุนทุกชุด เน้นหมด🩷คูปองฉ่ำ! #NOรีรัน,ละมุนทุกชุด เน้นหมด🩷คูปองฉ่ำ! #NOรีรัน,N/A,Send message,N/A,2025-06-14,2025-06-15,1,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,395840.0,2.0,UNKNOWN,N/A,https://www.facebook.com/josyclothshop/,2026-04-02 18:36:58
H&M,2034442547350952,KIKA Keyboard,102261438609944,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",IMAGE,Kika Keyboard - 表情符号键盘，贴纸，GIF,N/A,play.google.com,Install now,http://play.google.com/store/apps/details?id=kika.emoji.keyboard.teclados.clavier,2025-12-23,2026-04-02,99,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1856.0,1.0,UNKNOWN,N/A,https://www.facebook.com/100065239500427/,2026-04-02 18:37:56
H&M,1759100324647066,KIKA Keyboard,102261438609944,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,♥ 𝙨𝙩𝙮𝙡𝙞𝙨𝙝 𝙖𝙣𝙙 𝙘𝙧𝙚𝙖𝙩𝙞𝙫𝙚 𝙠𝙚𝙮𝙗𝙤𝙖𝙧𝙙 ♥,Tired of boring keyboards? 💔  Get ready to fall in love with KIKA Keyboard!,play.google.com,Install now,http://play.google.com/store/apps/details?id=kika.emoji.keyboard.teclados.clavier,2025-04-04,2025-05-26,52,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1856.0,6.0,UNKNOWN,N/A,https://www.facebook.com/100065239500427/,2026-04-02 18:37:56
Uniqlo,1789458105782171,KSJ PAINT,110495897886791,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,N/A,"FOMO klotingan pola shiborinya Uniqlo, nih! Demi penghematan, bikin DIY sendiri aja jadinya.

Yang tertarik atau mau tanya-tanya tentang ini bisa langsung drop komentar atau DM kita, ya.

#shibori #KS",taplink.cc,Shop now,https://taplink.cc/fabricdye,2025-09-03,2025-10-16,43,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1566.0,2.0,UNKNOWN,N/A,https://www.facebook.com/100068098669379/,2026-04-02 18:36:58
Uniqlo,1696019674452109,KSJ PAINT,110495897886791,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,N/A,"FOMO klotingan pola shiborinya Uniqlo, nih! Demi penghematan, bikin DIY sendiri aja jadinya.

Yang tertarik atau mau tanya-tanya tentang ini bisa langsung drop komentar atau DM kita, ya.

#shibori #KS",taplink.cc,Shop now,https://taplink.cc/fabricdye,2025-07-22,2025-08-28,37,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1566.0,,UNKNOWN,N/A,https://www.facebook.com/100068098669379/,2026-04-02 18:36:58
H&M,725314977194206,"Kari Kampakis, Writer",305328356259939,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",IMAGE,N/A,"This beauty is here!!!🩵💙💚💛

It’s Launch Day, so girl moms, grab your copy and spread the word. You can order here:

• Amazon - https://amzn.to/42AQ84Y
• Barnes & Noble - https://shorturl.at/Sgl1x
• Ch",N/A,N/A,N/A,2025-09-17,2025-10-03,16,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,52151.0,,UNKNOWN,N/A,https://www.facebook.com/karikampakiswriter/,2026-04-02 18:37:56
flash sale,675528488847895,Kebun Langit,931203736739637,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",DPA,Kebun Langit,Cara Cepat Pohon Berbuah Lebat Dengan Hemat | Cara Cepat Pohon Berbuah Lebat Dengan Hemat,shopee.co.id,Shop now,http://shopee.co.id/kebunlangit,2025-12-20,2026-04-01,101,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2407.0,,UNKNOWN,N/A,https://www.facebook.com/61585015321270/,2026-04-02 18:38:22
flash sale,1131442742402523,Kebun Langit,931203736739637,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",DPA,Kebun Langit,Cara Cepat Pohon Berbuah Lebat Dengan Hemat | Cara Cepat Pohon Berbuah Lebat Dengan Hemat,shopee.co.id,Shop now,http://shopee.co.id/kebunlangit,2025-12-16,2026-04-01,105,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2407.0,,UNKNOWN,N/A,https://www.facebook.com/61585015321270/,2026-04-02 18:38:22
Adidas,4415050245439399,Kick Avenue,1359754127394254,ACTIVE,"FACEBOOK, INSTAGRAM, THREADS",DCO,{{product.name}},"Ready to run… or just outrun everyone’s outfit? 😏
The Adidas Adizero Evo SL is crazy light, crazy fast, and dangerously good-looking ⚡
From daily runs to daily fits — this one does both.

💵 Start from",kickavenue.com,Shop now,https://www.kickavenue.com/search?keyword=Adizero&sort_by=most_popular,2026-03-20,2026-04-02,13,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6805.0,,UNKNOWN,N/A,https://www.facebook.com/kickavenueid/,2026-04-02 18:36:07
Nike,735155409470167,LEELOO.Ai,1758386704452622,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,Со $100 рекламного бюджета > в многомиллионный бизнес!,Кейс развития Leeloo.ai - со $100 рекламного бюджета и одного основателя в многомиллионный IТ бизнес с командой 65+ человек и клиентами с 60 стран мира - СЕО украинской IT компании Leeloo.ai -  Васили,N/A,No button,N/A,2025-06-27,2025-07-09,12,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,15568.0,4.0,UNKNOWN,N/A,https://www.facebook.com/leeloo.ai.cis/,2026-04-02 18:35:41
flash sale,1223697622472757,Layne Norton,54121287974,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},"Most nutrition education is built on opinions.

This certification is built on evidence.

If you coach nutrition, you should understand the biology behind fat loss, muscle gain, and metabolism — not j",cleanhealth.edu.au,Learn more,https://cleanhealth.edu.au/sp/bio-flash-sale/,2026-01-29,2026-04-01,61,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,188589.0,5.0,UNKNOWN,N/A,https://www.facebook.com/LayneNorton/,2026-04-02 18:38:22
H&M,818177571095368,Ligue 1 McDonald's,128876393864352,INACTIVE,FACEBOOK,IMAGE,Ligue 1 McDonald's,Ousmane Dembélé’s special Ballon d’Or boots 🌕😍,facebook.com,Like Page,https://www.facebook.com/128876393864352,2025-11-13,2025-11-29,16,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,18209883.0,1.0,UNKNOWN,N/A,https://www.facebook.com/Ligue1/,2026-04-02 18:37:56
Nike,1563512104518420,Lost Dutchman Leather Goods,381727498962869,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,🌵Upgrade Your Everyday Carry,"Considerately designed & crafted for perfection. Each piece ages uniquely to the owner, meaning no two pieces will patina the same.

⭐𝟐𝟎% 𝐎𝐅𝐅 code ➜ 𝐃𝐔𝐓𝐂𝐇𝐌𝐀𝐍𝟐𝟎
✔️Guaranteed to last a lifetime.
✔️Proud",www.lostdutchmanleather.com,Shop now,https://www.lostdutchmanleather.com/collections/all,2024-07-17,2026-03-19,610,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,133449.0,5.0,UNKNOWN,N/A,https://www.facebook.com/lostdutchmanleather/,2026-04-02 18:35:41
Adidas,25414014118285679,Luxus.Sportswear,750468218159834,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,instagram.com,"🎁 12.12 Sale-Bration 🎁
It’s time to wrap up your holiday gift the right way.

Enjoy UP TO 70% OFF, plus an extra 15% OFF for your first website purchase.

Shop now: luxusports.com, Tokopedia, Shopee, ",instagram.com,Visit Instagram profile,http://instagram.com/luxus.sportswear,2025-12-15,2026-04-02,107,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,0.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61582837881499/,2026-04-02 18:36:07
Adidas,992342618507409,M3 Padel Academy,736315239731427,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"Learn from Galán, Lebrón and other pros with M3 Player PRO online course 🎾 | Learn from Galán, Lebrón and other pros with M3 Player PRO online course 🎾",m3padelacademy.com,Shop now,https://m3padelacademy.com/en/m3-player-pro/?utm_source={{site_source_name}}&utm_medium=paid_social&utm_campaign={{campaign.name}}&utm_content={{adset.name}},2023-11-01,2025-06-11,588,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,4848.0,1.0,UNKNOWN,N/A,https://www.facebook.com/m3padelacademy/,2026-04-02 18:36:07
H&M,729950783420223,MINISO,1765633470373416,INACTIVE,"FACEBOOK, INSTAGRAM",CAROUSEL,MINISO,  |  ,instagram.com,Visit Instagram profile,http://instagram.com/miniso.official,2026-02-05,2026-02-25,20,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6092917.0,2.0,UNKNOWN,N/A,https://www.facebook.com/miniso/,2026-04-02 18:37:56
diskon,1362061318724020,Madu Lambung Alami,227395912566188,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},"𝐁𝐚𝐧𝐠𝐮𝐧 𝐓𝐢𝐝𝐮𝐫 𝐊𝐞𝐦𝐛𝐮𝐧𝐠, 𝐒𝐢𝐚𝐧𝐠 𝐊𝐞𝐦𝐛𝐮𝐧𝐠, 𝐌𝐚𝐥𝐚𝐦 𝐌𝐚𝐤𝐢𝐧 𝐊𝐞𝐧𝐜𝐚𝐧𝐠 — 𝐈𝐭𝐮 𝐁𝐮𝐤𝐚𝐧 𝐌𝐚𝐬𝐮𝐤 𝐀𝐧𝐠𝐢𝐧.

Perut terasa penuh kayak ada balon di dalam.
Ditekan sakit, dilepas makin besar.
Makan dikit langsung begah, minum ma",madu-freshmag.myscalev.com,Book now,https://madu-freshmag.myscalev.com/,2025-12-04,2026-04-01,117,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,4829.0,1.0,UNKNOWN,N/A,https://www.facebook.com/100077284548125/,2026-04-02 18:38:47
flash sale,1835681823812342,Madu Vitagerd Herbal,181295975069146,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,BISA BAYAR DIRUMAH + GRATIS ONGKIR,"FLASH SALE MADU VITAGERD BULAN SYAWAL❗❗

✅ Gratis Ongkir
✅ Diskon 25% 
✅ 100% Halal Dan Aman
✅ Terdaftar Resmi BPOM RI
✅ Kandungan Bahan-bahan Herbal Alami
✅ Bisa Bayar Di Tempat (COD)
✅Tanpa Efek sam",pertiwiherba.com,Order now,https://pertiwiherba.com/hardselling-asam-lambung,2026-03-06,2026-04-01,25,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1575.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61554512342058/,2026-04-02 18:38:22
Uniqlo,4118211921771862,Mag mina,263504020169673,INACTIVE,INSTAGRAM,IMAGE,N/A,".
発売中のmina11月号『STORY of WEEKEND THE BASIC of BASICS 夏帆｜定番を楽しむ、銀座の週末。』企画からコーディネートを紹介します🧵

Item—————

ジャケット（メンズ）6,990円／UNIQLO（UNIQLO）@uniqlo_jp

ナイロンパーカ（メンズ）3,990円／UNIQLO（UNIQLO）@uniqlo_jp

中に着たクルーネックロン",instagram.com,Visit Instagram profile,https://www.instagram.com/_u/mina.magazine,2025-11-04,2025-11-05,1,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1.0,,UNKNOWN,N/A,https://www.facebook.com/61556653986851/,2026-04-02 18:36:58
Puma,1168011674588264,Manchester City,208411345454,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"Get 50% off all 'Definitely City' kits ⚽  
Show your true colors with 50% off all 'Definitely City' kits! 🩵 #mancity | Get 50% off all 'Definitely City' kits ⚽  
Show your true colors with 50% off all",shop.mancity.com,Shop now,https://shop.mancity.com/en/definitely-city-collection/,2025-04-04,2025-04-26,22,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,58165940.0,2.0,UNKNOWN,N/A,https://www.facebook.com/mancity/,2026-04-02 18:36:33
Puma,1709603836289201,Manchester City,208411345454,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"Get 40% off all 'Definitely City' kits ⚽  
Show your true colors with 40% off all 'Definitely City' kits! 🩵 #mancity | Get 40% off all 'Definitely City' kits ⚽  
Show your true colors with 40% off all",shop.mancity.com,Shop now,https://shop.mancity.com/en/definitely-city-collection/,2025-02-09,2025-04-05,54,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,58165940.0,1.0,UNKNOWN,N/A,https://www.facebook.com/mancity/,2026-04-02 18:36:33
flash sale,996806192370389,Mondoware Plastics ,127347340461182,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",CAROUSEL,Mondoware Plastics ,The Basic (S1) | The Basic (S1),https://shopee.co.id/universal-link/product/783052...,Shop now,https://shopee.co.id/universal-link/product/783052945/26823383713/?deep_and_web=1&smtt=9&utm_campaign=s783052945_ss_id_fb03_promolaunchingprodukbaru&utm_content=promolaunchingprodukbaru&utm_medium=seller&utm_source=facebook,2025-02-26,2026-01-30,338,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,7167.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61550978741813/,2026-04-02 18:38:22
